measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,New Zealand,Male,30 to 34,Self-harm,Number,2017,383.618194331,498.987927128,281.810955008
Prevalence,New Zealand,Female,30 to 34,Self-harm,Number,2017,1209.54515948,1589.66812721,825.105405695
Prevalence,New Zealand,Male,30 to 34,Self-harm,Percent,2017,0.00312078604664,0.00407619649015,0.00228981054038
Prevalence,New Zealand,Female,30 to 34,Self-harm,Percent,2017,0.00873802873851,0.011474871501,0.00596762017854
Prevalence,New Zealand,Male,30 to 34,Self-harm,Rate,2017,300.048747615,390.285718515,220.419743808
Prevalence,New Zealand,Female,30 to 34,Self-harm,Rate,2017,859.264879631,1129.3054924599999,586.15760772
Prevalence,New Zealand,Male,35 to 39,Self-harm,Number,2017,431.979061859,540.249500141,334.006784845
Prevalence,New Zealand,Female,35 to 39,Self-harm,Number,2017,1323.31136339,1709.08514443,965.624981116
Prevalence,New Zealand,Male,35 to 39,Self-harm,Percent,2017,0.00355699844425,0.00446745116967,0.0027482814466
Prevalence,New Zealand,Female,35 to 39,Self-harm,Percent,2017,0.00961090208099,0.0124003326524,0.00702058756804
Prevalence,New Zealand,Male,35 to 39,Self-harm,Rate,2017,344.271942396,430.559629422,266.19152349
Prevalence,New Zealand,Female,35 to 39,Self-harm,Rate,2017,948.491783804,1224.9975796800002,692.117808524
Prevalence,New Zealand,Male,40 to 44,Self-harm,Number,2017,517.05465762,635.495187087,407.168291039
Prevalence,New Zealand,Female,40 to 44,Self-harm,Number,2017,1563.8815799,1987.79421987,1175.30650772
Prevalence,New Zealand,Male,40 to 44,Self-harm,Percent,2017,0.00395958526321,0.00485738549288,0.00310709077512
Prevalence,New Zealand,Female,40 to 44,Self-harm,Percent,2017,0.010508724438,0.0133507285237,0.00791673290247
Prevalence,New Zealand,Male,40 to 44,Self-harm,Rate,2017,385.167029793,473.396361585,303.30990926000004
Prevalence,New Zealand,Female,40 to 44,Self-harm,Rate,2017,1039.35302496,1321.08464092,781.106696153
Prevalence,New Zealand,Male,45 to 49,Self-harm,Number,2017,610.131020034,744.999302511,478.936539816
Prevalence,New Zealand,Female,45 to 49,Self-harm,Number,2017,1841.793769,2292.94616166,1408.39867709
Prevalence,New Zealand,Male,45 to 49,Self-harm,Percent,2017,0.0042686657752,0.00520576023293,0.00335715332632
Prevalence,New Zealand,Female,45 to 49,Self-harm,Percent,2017,0.0113513308202,0.0141246810937,0.00868433966712
Prevalence,New Zealand,Male,45 to 49,Self-harm,Rate,2017,416.676499101,508.78203371200004,327.079912592
Prevalence,New Zealand,Female,45 to 49,Self-harm,Rate,2017,1124.92942096,1400.48394198,860.2206908109999
Prevalence,New Zealand,Male,50 to 54,Self-harm,Number,2017,643.021029243,776.923428633,511.910198055
Prevalence,New Zealand,Female,50 to 54,Self-harm,Number,2017,1897.18169527,2350.41062774,1466.5873834
Prevalence,New Zealand,Male,50 to 54,Self-harm,Percent,2017,0.00447919370181,0.00540329007637,0.003563710113
Prevalence,New Zealand,Female,50 to 54,Self-harm,Percent,2017,0.0120267291115,0.0149036379095,0.00929472060499
Prevalence,New Zealand,Male,50 to 54,Self-harm,Rate,2017,440.43588409299997,532.15204729,350.63179958800004
Prevalence,New Zealand,Female,50 to 54,Self-harm,Rate,2017,1192.23224309,1477.05164027,921.6369576830001
Prevalence,New Zealand,Male,55 to 59,Self-harm,Number,2017,649.480622537,774.645129387,517.633030004
Prevalence,New Zealand,Female,55 to 59,Self-harm,Number,2017,1880.41888112,2301.8503573,1470.69187001
Prevalence,New Zealand,Male,55 to 59,Self-harm,Percent,2017,0.00468497980005,0.00558461070437,0.00374044533838
Prevalence,New Zealand,Female,55 to 59,Self-harm,Percent,2017,0.0125019520239,0.0152924667184,0.00977172193921
Prevalence,New Zealand,Male,55 to 59,Self-harm,Rate,2017,463.017106722,552.247340566,369.022476699
Prevalence,New Zealand,Female,55 to 59,Self-harm,Rate,2017,1240.46533952,1518.47315174,970.1786703949999
Prevalence,New Zealand,Male,60 to 64,Self-harm,Number,2017,583.223216713,694.739939859,468.948205515
Prevalence,New Zealand,Female,60 to 64,Self-harm,Number,2017,1652.67323926,2016.51683843,1302.83058141
Prevalence,New Zealand,Male,60 to 64,Self-harm,Percent,2017,0.0047945817574,0.00571883959329,0.00385753400252
Prevalence,New Zealand,Female,60 to 64,Self-harm,Percent,2017,0.0126819699905,0.0154945644481,0.00998933074493
Prevalence,New Zealand,Male,60 to 64,Self-harm,Rate,2017,475.978328686,566.989012045,382.716559809
Prevalence,New Zealand,Female,60 to 64,Self-harm,Rate,2017,1261.17275627,1538.82572717,994.2040545409999
Prevalence,New Zealand,Male,65 to 69,Self-harm,Number,2017,539.511198218,641.470006617,436.886532367
Prevalence,New Zealand,Female,65 to 69,Self-harm,Number,2017,1487.32465564,1818.286772,1170.96320358
Prevalence,New Zealand,Male,65 to 69,Self-harm,Percent,2017,0.00487412807618,0.00579934294073,0.00394979107033
Prevalence,New Zealand,Female,65 to 69,Self-harm,Percent,2017,0.0127532828379,0.015575793604,0.01003895618
Prevalence,New Zealand,Male,65 to 69,Self-harm,Rate,2017,485.735649914,577.531757623,393.34005381000003
Prevalence,New Zealand,Female,65 to 69,Self-harm,Rate,2017,1271.44233035,1554.36592937,1001.00013717
Prevalence,New Zealand,Male,70 to 74,Self-harm,Number,2017,412.314317581,487.956914834,333.756008393
Prevalence,New Zealand,Female,70 to 74,Self-harm,Number,2017,1147.83624438,1403.90323966,903.190857116
Prevalence,New Zealand,Male,70 to 74,Self-harm,Percent,2017,0.00491336998809,0.00581695617794,0.0039780144011
Prevalence,New Zealand,Female,70 to 74,Self-harm,Percent,2017,0.0127161071481,0.0155546177222,0.0100051705131
Prevalence,New Zealand,Male,70 to 74,Self-harm,Rate,2017,490.47809021099994,580.460501826,397.02722562099996
Prevalence,New Zealand,Female,70 to 74,Self-harm,Rate,2017,1269.52931158,1552.74441114,998.946733625
Prevalence,New Zealand,Male,75 to 79,Self-harm,Number,2017,308.387769274,362.948569265,253.700397474
Prevalence,New Zealand,Female,75 to 79,Self-harm,Number,2017,881.144118299,1080.04524365,695.504813738
Prevalence,New Zealand,Male,75 to 79,Self-harm,Percent,2017,0.00501125225212,0.00589710487268,0.00412187132528
Prevalence,New Zealand,Female,75 to 79,Self-harm,Percent,2017,0.0126350760377,0.0154916709366,0.00996945849895
Prevalence,New Zealand,Male,75 to 79,Self-harm,Rate,2017,500.666250186,589.245480169,411.881531401
Prevalence,New Zealand,Female,75 to 79,Self-harm,Rate,2017,1262.20729551,1547.12601232,996.285660579
Prevalence,Australia,Male,1 to 4,Road injuries,Number,2017,528.40608684,672.515150618,414.231933345
Prevalence,Australia,Female,1 to 4,Road injuries,Number,2017,596.063692166,759.966895381,468.404388098
Prevalence,Australia,Male,1 to 4,Road injuries,Percent,2017,0.00136554303179,0.00178559126988,0.00104623548579
Prevalence,Australia,Female,1 to 4,Road injuries,Percent,2017,0.00160853305212,0.00208733436832,0.00123294877857
Prevalence,Australia,Male,1 to 4,Road injuries,Rate,2017,85.00340045099999,108.185874616,66.63648240740001
Prevalence,Australia,Female,1 to 4,Road injuries,Rate,2017,101.333747373,129.198094768,79.6310403665
Prevalence,Australia,Male,5 to 9,Road injuries,Number,2017,2395.08359791,2863.5014747,1926.07110378
Prevalence,Australia,Female,5 to 9,Road injuries,Number,2017,2502.4331793,3007.83884349,1997.47632263
Prevalence,Australia,Male,5 to 9,Road injuries,Percent,2017,0.00402506575333,0.00487589947743,0.0032291835254
Prevalence,Australia,Female,5 to 9,Road injuries,Percent,2017,0.00432235610886,0.00524111007139,0.00340159600738
Prevalence,Australia,Male,5 to 9,Road injuries,Rate,2017,302.458240731,361.611435661,243.22995576399998
Prevalence,Australia,Female,5 to 9,Road injuries,Rate,2017,333.129189335,400.40985864,265.908266233
Prevalence,Australia,Male,10 to 14,Road injuries,Number,2017,5170.26531272,6095.57012279,4321.33894792
Prevalence,Australia,Female,10 to 14,Road injuries,Number,2017,5156.75391815,6104.49662471,4318.65777393
Prevalence,Australia,Male,10 to 14,Road injuries,Percent,2017,0.00863410849715,0.0102612143037,0.00716861850864
Prevalence,Australia,Female,10 to 14,Road injuries,Percent,2017,0.00890583234033,0.0105387613962,0.00739092527637
Prevalence,Australia,Male,10 to 14,Road injuries,Rate,2017,692.071790152,815.929526189,578.43777846
Prevalence,Australia,Female,10 to 14,Road injuries,Rate,2017,730.424823819,864.6671806279999,611.713278106
Prevalence,Australia,Male,15 to 19,Road injuries,Number,2017,9927.85792538,11312.7186745,8604.66101216
Prevalence,Australia,Female,15 to 19,Road injuries,Number,2017,9506.75931537,11130.9150553,8106.33614643
Prevalence,Australia,Male,15 to 19,Road injuries,Percent,2017,0.0151747488848,0.0173085584097,0.0129878198506
Prevalence,Australia,Female,15 to 19,Road injuries,Percent,2017,0.0145693763143,0.017087060308,0.012397057657
Prevalence,Australia,Male,15 to 19,Road injuries,Rate,2017,1350.25585442,1538.60628692,1170.29212085
Prevalence,Australia,Female,15 to 19,Road injuries,Rate,2017,1356.95334241,1588.7782458,1157.06304996
Prevalence,Australia,Male,20 to 24,Road injuries,Number,2017,18298.6059425,20593.1652251,16013.1190445
Prevalence,Australia,Female,20 to 24,Road injuries,Number,2017,16747.1682489,19415.6572291,14613.8091871
Prevalence,Australia,Male,20 to 24,Road injuries,Percent,2017,0.0245059579711,0.0275667699298,0.0213481492969
Prevalence,Australia,Female,20 to 24,Road injuries,Percent,2017,0.0221859316611,0.025683779931,0.0193525828825
Prevalence,Australia,Male,20 to 24,Road injuries,Rate,2017,2262.76729522,2546.5076915,1980.14877102
Prevalence,Australia,Female,20 to 24,Road injuries,Rate,2017,2138.9780416900003,2479.80218868,1866.50163729
Prevalence,Australia,Male,25 to 29,Road injuries,Number,2017,26418.2179074,29338.2053691,23579.2307378
Prevalence,Australia,Female,25 to 29,Road injuries,Number,2017,24820.4303089,28423.0234683,21839.8109293
Prevalence,Australia,Male,25 to 29,Road injuries,Percent,2017,0.0328517950485,0.0363999899796,0.0293070150207
Prevalence,Australia,Female,25 to 29,Road injuries,Percent,2017,0.0294115459386,0.0337017751012,0.0260154639502
Prevalence,Australia,Male,25 to 29,Road injuries,Rate,2017,3113.66105483,3457.81187045,2779.05696396
Prevalence,Australia,Female,25 to 29,Road injuries,Rate,2017,2876.46107355,3293.96870167,2531.03452318
Prevalence,Australia,Male,30 to 34,Road injuries,Number,2017,34095.3557984,37359.0520131,31182.2902971
Prevalence,Australia,Female,30 to 34,Road injuries,Number,2017,32129.0858887,36014.2361043,29045.0923705
Prevalence,Australia,Male,30 to 34,Road injuries,Percent,2017,0.0411042120099,0.0451548736826,0.0375933960105
Prevalence,Australia,Female,30 to 34,Road injuries,Percent,2017,0.0367701255451,0.0411857157333,0.0332107715298
Prevalence,Australia,Male,30 to 34,Road injuries,Rate,2017,3942.8293841,4320.247276800001,3605.95886356
Prevalence,Australia,Female,30 to 34,Road injuries,Rate,2017,3612.07416046,4048.8575396,3265.35986747
Prevalence,Australia,Male,35 to 39,Road injuries,Number,2017,37844.8422293,41734.5833684,34743.6284848
Prevalence,Australia,Female,35 to 39,Road injuries,Number,2017,35200.2958875,39074.58607,31814.0473226
Prevalence,Australia,Male,35 to 39,Road injuries,Percent,2017,0.0484547041082,0.0535595901575,0.044418004706
Prevalence,Australia,Female,35 to 39,Road injuries,Percent,2017,0.0435010861654,0.0482559289541,0.0392859015928
Prevalence,Australia,Male,35 to 39,Road injuries,Rate,2017,4675.84451849,5156.43378013,4292.68019717
Prevalence,Australia,Female,35 to 39,Road injuries,Rate,2017,4286.34165543,4758.11414983,3873.9980113399997
Prevalence,Australia,Male,40 to 44,Road injuries,Number,2017,42389.5612545,46523.3886821,38829.339074
Prevalence,Australia,Female,40 to 44,Road injuries,Number,2017,39673.9500001,44467.0164983,36029.2388528
Prevalence,Australia,Male,40 to 44,Road injuries,Percent,2017,0.056214798524,0.0616899371879,0.0514600262741
Prevalence,Australia,Female,40 to 44,Road injuries,Percent,2017,0.0502379186298,0.0563044674169,0.0456343326772
Prevalence,Australia,Male,40 to 44,Road injuries,Rate,2017,5450.08202097,5981.57368717,4992.33954091
Prevalence,Australia,Female,40 to 44,Road injuries,Rate,2017,4962.73560928,5562.29077805,4506.82593061
Prevalence,Australia,Male,45 to 49,Road injuries,Number,2017,49964.2031338,54814.123613,45558.8738197
Prevalence,Australia,Female,45 to 49,Road injuries,Number,2017,47469.7505454,53026.0738837,43098.6260047
Prevalence,Australia,Male,45 to 49,Road injuries,Percent,2017,0.0639488838624,0.0701272436971,0.0583323991523
Prevalence,Australia,Female,45 to 49,Road injuries,Percent,2017,0.0573562050929,0.064001402871,0.052051592846
Prevalence,Australia,Male,45 to 49,Road injuries,Rate,2017,6234.63566104,6839.8186776,5684.92964117
Prevalence,Australia,Female,45 to 49,Road injuries,Rate,2017,5676.39736299,6340.818363380001,5153.70155079
Prevalence,Australia,Male,50 to 54,Road injuries,Number,2017,52485.5953844,57479.2695291,47895.0136892
Prevalence,Australia,Female,50 to 54,Road injuries,Number,2017,49649.2016334,54965.7154828,44973.9438248
Prevalence,Australia,Male,50 to 54,Road injuries,Percent,2017,0.0716832647118,0.0783929840187,0.0654548379392
Prevalence,Australia,Female,50 to 54,Road injuries,Percent,2017,0.0649899669162,0.0718916335028,0.0588632629585
Prevalence,Australia,Male,50 to 54,Road injuries,Rate,2017,7035.776735380001,7705.1866204,6420.40202816
Prevalence,Australia,Female,50 to 54,Road injuries,Rate,2017,6432.25689719,7121.032985250001,5826.55814885
Prevalence,Australia,Male,55 to 59,Road injuries,Number,2017,55631.2184165,60575.7538906,51269.5694637
Prevalence,Australia,Female,55 to 59,Road injuries,Number,2017,53695.0962512,58781.0284497,49123.1104911
Prevalence,Australia,Male,55 to 59,Road injuries,Percent,2017,0.0777905628364,0.084717452886,0.0717028194359
Prevalence,Australia,Female,55 to 59,Road injuries,Percent,2017,0.071456486085,0.0782050167885,0.0653940659169
Prevalence,Australia,Male,55 to 59,Road injuries,Rate,2017,7681.874014829999,8364.64350388,7079.59280103
Prevalence,Australia,Female,55 to 59,Road injuries,Rate,2017,7079.21485088,7749.74920623,6476.439704710001
Prevalence,Australia,Male,60 to 64,Road injuries,Number,2017,53427.6857222,57980.831598,49037.6676047
Prevalence,Australia,Female,60 to 64,Road injuries,Number,2017,52292.2704037,57108.3478351,47854.8127764
Prevalence,Australia,Male,60 to 64,Road injuries,Percent,2017,0.0840457507945,0.0911384334969,0.0771214666113
Prevalence,Australia,Female,60 to 64,Road injuries,Percent,2017,0.0776979284317,0.0848374243458,0.0710811137727
Prevalence,Australia,Male,60 to 64,Road injuries,Rate,2017,8338.81772263,9049.45777768,7653.63811236
Prevalence,Australia,Female,60 to 64,Road injuries,Rate,2017,7720.54618806,8431.60248696,7065.39015248
Prevalence,Australia,Male,65 to 69,Road injuries,Number,2017,51020.2769068,55619.7263404,46908.8554973
Prevalence,Australia,Female,65 to 69,Road injuries,Number,2017,50111.5971126,55016.6493065,45932.5404027
Prevalence,Australia,Male,65 to 69,Road injuries,Percent,2017,0.0889043972073,0.0969312761889,0.0817129803089
Prevalence,Australia,Female,65 to 69,Road injuries,Percent,2017,0.0830498760904,0.0911964249249,0.0760793239549
Prevalence,Australia,Male,65 to 69,Road injuries,Rate,2017,8856.15740906,9654.535047289999,8142.49222759
Prevalence,Australia,Female,65 to 69,Road injuries,Rate,2017,8275.478060919999,9085.50316804,7585.344556690001
Prevalence,Australia,Male,70 to 74,Road injuries,Number,2017,43471.2862485,47665.6191412,40031.085242
Prevalence,Australia,Female,70 to 74,Road injuries,Number,2017,43262.4896409,47941.4971401,39680.7281117
Prevalence,Australia,Male,70 to 74,Road injuries,Percent,2017,0.0936023552147,0.102630697133,0.0861906304856
Prevalence,Australia,Female,70 to 74,Road injuries,Percent,2017,0.0882040834022,0.0977327235748,0.0808959394001
Prevalence,Australia,Male,70 to 74,Road injuries,Rate,2017,9342.3259038,10243.7214735,8602.999287300001
Prevalence,Australia,Female,70 to 74,Road injuries,Rate,2017,8804.23714589,9756.44983575,8075.3221397199995
Prevalence,Australia,Male,75 to 79,Road injuries,Number,2017,31143.7402267,34030.5736149,28713.4989103
Prevalence,Australia,Female,75 to 79,Road injuries,Number,2017,33248.7500585,36775.7515198,30328.470234
Prevalence,Australia,Male,75 to 79,Road injuries,Percent,2017,0.0978633863676,0.106932449332,0.0902156317169
Prevalence,Australia,Female,75 to 79,Road injuries,Percent,2017,0.0939401111333,0.103890664337,0.085672522634
Prevalence,Australia,Male,75 to 79,Road injuries,Rate,2017,9775.95953796,10682.1309288,9013.11151124
Prevalence,Australia,Female,75 to 79,Road injuries,Rate,2017,9382.740183240001,10378.0539403,8558.64223046
Prevalence,Australia,Male,<1 year,Road injuries,Number,2017,18.492118996,26.39806879,12.8339874576
Prevalence,Australia,Female,<1 year,Road injuries,Number,2017,27.6562242535,40.5098672329,19.5267910782
Prevalence,Australia,Male,<1 year,Road injuries,Percent,2017,0.000297878474024,0.000424669556655,0.000205241587079
Prevalence,Australia,Female,<1 year,Road injuries,Percent,2017,0.000463384963319,0.000686812459392,0.000325834853929
Prevalence,Australia,Male,<1 year,Road injuries,Rate,2017,11.7980070012,16.8420179683,8.18810834556
Prevalence,Australia,Female,<1 year,Road injuries,Rate,2017,18.628481992300003,27.286347020599997,13.1527164603
Prevalence,Australia,Male,80 to 84,Road injuries,Number,2017,21513.5171517,23517.1489069,19778.2532406
Prevalence,Australia,Female,80 to 84,Road injuries,Number,2017,26045.4663097,28882.4499892,23715.3716281
Prevalence,Australia,Male,80 to 84,Road injuries,Percent,2017,0.102609105353,0.112170346321,0.0943369625458
Prevalence,Australia,Female,80 to 84,Road injuries,Percent,2017,0.0999183377212,0.110832661178,0.0909755619312
Prevalence,Australia,Male,80 to 84,Road injuries,Rate,2017,10254.6750491,11209.7300698,9427.54076852
Prevalence,Australia,Female,80 to 84,Road injuries,Rate,2017,9984.432381409999,11071.9794953,9091.199274550001
Prevalence,Australia,Male,85 to 89,Road injuries,Number,2017,13447.2183038,14646.7990103,12397.495008
Prevalence,Australia,Female,85 to 89,Road injuries,Number,2017,18733.3592475,20773.3752346,17045.0751921
Prevalence,Australia,Male,85 to 89,Road injuries,Percent,2017,0.108732684541,0.118397629302,0.100250563047
Prevalence,Australia,Female,85 to 89,Road injuries,Percent,2017,0.103625182523,0.114896902439,0.0942781699599
